|purchaseorderid|vendorid|employeeid|subtotal  |
|1,623          |1,534   |258       |416.745    |
|1,624          |1,614   |254       |279.153    |
|1,625          |1,588   |257       |40,471.2   |
|1,626          |1,622   |261       |389.655    |
|1,627          |1,632   |251       |62,092.8   |
|1,628          |1,608   |253       |5,948.25   |
|1,629          |1,576   |255       |91,117.95  |
|1,630          |1,590   |256       |525        |
|1,631          |1,514   |259       |1,721.79   |
|1,632          |1,498   |260       |26,455.275 |
|1,633          |1,674   |250       |944.37     |
|1,634          |1,652   |254       |44,594.55  |
|1,635          |1,578   |257       |62,843.55  |
|1,636          |1,538   |261       |37,843.575 |
|1,637          |1,556   |251       |25,531.275 |
|1,638          |1,554   |253       |694.1655   |
|1,639          |1,688   |255       |125.748    |
|1,640          |1,580   |256       |150.7905   |
|1,641          |1,496   |259       |503.0865   |
|1,642          |1,494   |260       |8,847.3    |
|1,643          |1,650   |258       |171.0765   |
|1,644          |1,654   |254       |20,397.3   |
|1,645          |1,664   |257       |14,628.075 |
|1,646          |1,678   |261       |58,685.55  |
|1,647          |1,616   |251       |260.1585   |
|1,648          |1,492   |253       |694.1655   |
|1,649          |1,602   |255       |1,796.0355 |
|1,650          |1,540   |256       |416.745    |
|1,651          |1,628   |252       |34,644.225 |
|1,652          |1,604   |260       |257.5755   |
|1,653          |1,690   |258       |146.286    |
|1,654          |1,566   |254       |102.564    |
|1,655          |1,698   |257       |150.7905   |
|1,656          |1,560   |261       |13,669.425 |
|1,657          |1,692   |250       |16,393.23  |
|1,658          |1,696   |253       |22,516.725 |
|1,659          |1,504   |255       |551.88     |
|1,660          |1,544   |256       |6,987.75   |
|1,661          |1,530   |259       |28,072.275 |
|1,662          |1,508   |260       |35,394.975 |
|1,663          |1,694   |258       |3,407.25   |
|1,664          |1,624   |254       |28,297.5   |
|1,665          |1,548   |252       |59.9445    |
|1,666          |1,598   |261       |487.9665   |
|1,667          |1,658   |251       |43,878.45  |
|1,668          |1,536   |253       |544.572    |
|1,669          |1,568   |255       |36,405.6   |
|1,670          |1,648   |256       |142.4115   |
|1,671          |1,646   |259       |19,236.525 |
|1,672          |1,672   |260       |253.323    |
|1,673          |1,600   |258       |1,276.275  |
|1,674          |1,522   |254       |2,003.925  |
|1,675          |1,570   |257       |50,860.425 |
|1,676          |1,516   |261       |454.86     |
|1,677          |1,506   |251       |43,878.45  |
|1,678          |1,626   |253       |7,132.125  |
|1,679          |1,542   |255       |28,343.7   |
|1,680          |1,610   |256       |22,516.725 |
|1,681          |1,638   |259       |34,644.225 |
|1,682          |1,582   |260       |272.7585   |
|1,683          |1,510   |258       |143.0415   |
|1,684          |1,526   |254       |28,199.325 |
|1,685          |1,644   |257       |3,713.325  |
|1,686          |1,680   |261       |63,831.075 |
|1,687          |1,584   |251       |16,340.31  |
|1,688          |1,620   |253       |5,711.475  |
|1,689          |1,666   |252       |235.9035   |
|1,690          |1,592   |256       |97.965     |
|1,691          |1,618   |259       |114.471    |
|1,692          |1,612   |260       |132.6465   |
|1,693          |1,586   |258       |43,878.45  |
|1,694          |1,500   |254       |418.95     |
|1,695          |1,656   |257       |129.969    |
|1,696          |1,572   |261       |461.79     |
|1,697          |1,562   |251       |722.61     |
|1,698          |1,662   |253       |37.0755    |
|1,699          |1,682   |255       |21,558.075 |
|1,700          |1,686   |252       |422.1      |
|1,701          |1,684   |259       |45,172.05  |
|1,702          |1,534   |260       |273.7035   |
|1,703          |1,614   |258       |415.8      |
|1,704          |1,588   |250       |40,471.2   |
|1,705          |1,622   |257       |1,225.665  |
|1,706          |1,632   |261       |62,092.8   |
|1,707          |1,608   |251       |5,948.25   |
|1,708          |1,576   |253       |91,117.95  |
|1,709          |1,590   |255       |525        |
|1,710          |1,514   |256       |2,003.6835 |
|1,711          |1,498   |259       |26,455.275 |
|1,712          |1,674   |260       |944.37     |
|1,713          |1,652   |258       |6,993.525  |
|1,714          |1,578   |254       |36,122.625 |
|1,715          |1,538   |257       |37,843.575 |
|1,716          |1,556   |261       |25,531.275 |
|1,717          |1,554   |251       |773.955    |
|1,718          |1,688   |253       |125.748    |
|1,719          |1,580   |255       |150.7905   |
|1,720          |1,496   |256       |360.045    |
|1,721          |1,494   |259       |8,847.3    |
|1,722          |1,650   |250       |171.0765   |
|1,723          |1,654   |258       |20,397.3   |
|1,724          |1,664   |254       |14,628.075 |
|1,725          |1,678   |257       |58,685.55  |
|1,726          |1,616   |261       |563.5665   |
|1,727          |1,492   |251       |773.955    |
|1,728          |1,602   |253       |1,796.0355 |
|1,729          |1,540   |255       |658.9485   |
|1,730          |1,628   |256       |34,644.225 |
|1,731          |1,604   |259       |1,581.93   |
|1,732          |1,690   |260       |146.286    |
|1,733          |1,566   |250       |102.564    |
|1,734          |1,698   |254       |150.7905   |
|1,735          |1,560   |257       |13,669.425 |
|1,736          |1,692   |261       |13,458.69  |
|1,737          |1,696   |251       |101,720.85 |
|1,738          |1,504   |253       |551.88     |
|1,739          |1,544   |255       |6,987.75   |
|1,740          |1,530   |256       |28,072.275 |
|1,741          |1,508   |259       |1,917.3    |
|1,742          |1,694   |260       |4,215.75   |
|1,743          |1,624   |258       |28,297.5   |
|1,744          |1,548   |254       |59.9445    |
|1,745          |1,598   |257       |567.5985   |
|1,746          |1,658   |261       |43,878.45  |
|1,747          |1,536   |251       |722.4525   |
|1,748          |1,568   |253       |24,318.525 |
|1,749          |1,648   |255       |142.4115   |
|1,750          |1,646   |256       |48,030.675 |
|1,751          |1,672   |252       |50,860.425 |
|1,752          |1,600   |260       |1,276.275  |
|1,753          |1,522   |258       |2,003.925  |
|1,754          |1,570   |254       |28,343.7   |
|1,755          |1,516   |257       |454.86     |
|1,756          |1,506   |261       |43,878.45  |
|1,757          |1,626   |250       |7,132.125  |
|1,758          |1,542   |253       |28,343.7   |
|1,759          |1,610   |255       |22,516.725 |
|1,760          |1,638   |256       |34,644.225 |
|1,761          |1,582   |259       |501.1965   |
|1,762          |1,510   |260       |143.0415   |
|1,763          |1,526   |258       |28,199.325 |
|1,764          |1,644   |254       |3,713.325  |
|1,765          |1,680   |252       |63,831.075 |
|1,766          |1,584   |261       |13,361.04  |
|1,767          |1,620   |251       |5,711.475  |
|1,768          |1,666   |253       |696.528    |
|1,769          |1,592   |255       |97.965     |
|1,770          |1,618   |256       |114.471    |
|1,771          |1,612   |259       |132.6465   |
|1,772          |1,586   |260       |43,878.45  |
|1,773          |1,500   |258       |418.95     |
|1,774          |1,656   |254       |272.4435   |
|1,775          |1,572   |257       |461.79     |
|1,776          |1,562   |261       |513.1665   |
|1,777          |1,662   |251       |37.0755    |
|1,778          |1,682   |253       |21,558.075 |
|1,779          |1,686   |255       |663.6735   |
|1,780          |1,684   |256       |65,240.175 |
|1,781          |1,534   |259       |503.0865   |
|1,782          |1,614   |260       |273.0735   |
|1,783          |1,588   |258       |40,471.2   |
|1,784          |1,622   |254       |278.523    |
|1,785          |1,632   |257       |62,092.8   |
|1,786          |1,608   |261       |5,948.25   |
|1,787          |1,576   |251       |91,117.95  |
|1,788          |1,590   |253       |525        |
|1,789          |1,514   |252       |2,003.6835 |
|1,790          |1,498   |256       |26,455.275 |
|1,791          |1,674   |259       |944.37     |
|1,792          |1,652   |260       |44,594.55  |
|1,793          |1,578   |258       |26,720.925 |
|1,794          |1,538   |254       |37,843.575 |
|1,795          |1,556   |257       |25,531.275 |
|1,796          |1,554   |261       |482.517    |
|1,797          |1,688   |251       |125.748    |
|1,798          |1,580   |253       |150.7905   |
|1,799          |1,496   |255       |235.9035   |
|1,800          |1,494   |252       |8,847.3    |
|1,801          |1,650   |259       |171.0765   |
|1,802          |1,654   |260       |20,397.3   |
|1,803          |1,664   |258       |14,628.075 |
|1,804          |1,678   |250       |33,350.625 |
|1,805          |1,616   |257       |1,860.39   |
|1,806          |1,492   |261       |482.517    |
|1,807          |1,602   |251       |1,796.0355 |
|1,808          |1,540   |253       |602.2485   |
|1,809          |1,628   |255       |34,644.225 |
|1,810          |1,604   |256       |1,839.5055 |
|1,811          |1,690   |259       |146.286    |
|1,812          |1,566   |260       |102.564    |
|1,813          |1,698   |258       |150.7905   |
|1,814          |1,560   |254       |13,669.425 |
|1,815          |1,692   |257       |2,934.54   |
|1,816          |1,696   |261       |50,860.425 |
|1,817          |1,504   |251       |551.88     |
|1,818          |1,544   |253       |6,987.75   |
|1,819          |1,530   |255       |28,072.275 |
|1,820          |1,508   |256       |37,312.275 |
|1,821          |1,694   |259       |3,407.25   |
|1,822          |1,624   |250       |28,297.5   |
|1,823          |1,548   |258       |59.9445    |
|1,824          |1,598   |254       |240.723    |
|1,825          |1,658   |257       |43,878.45  |
|1,826          |1,536   |261       |544.7295   |
|1,827          |1,568   |251       |18,641.7   |
|1,828          |1,648   |253       |142.4115   |
|1,829          |1,646   |255       |48,030.675 |
|1,830          |1,672   |256       |421.155    |
|1,831          |1,600   |259       |1,276.275  |
|1,832          |1,522   |260       |2,003.925  |
|1,833          |1,570   |250       |22,516.725 |
|1,834          |1,516   |254       |454.86     |
|1,835          |1,506   |257       |43,878.45  |
|1,836          |1,626   |261       |7,132.125  |
|1,837          |1,542   |251       |28,343.7   |
|1,838          |1,610   |253       |22,516.725 |
|1,839          |1,638   |255       |34,644.225 |
|1,840          |1,582   |256       |247.5585   |
|1,841          |1,510   |259       |143.0415   |
|1,842          |1,526   |260       |28,199.325 |
|1,843          |1,644   |258       |3,713.325  |
|1,844          |1,680   |254       |43,878.45  |
|1,845          |1,584   |257       |2,979.27   |
|1,846          |1,620   |261       |5,711.475  |
|1,847          |1,666   |251       |776.79     |
|1,848          |1,592   |253       |97.965     |
|1,849          |1,618   |255       |114.471    |
|1,850          |1,612   |256       |132.6465   |
|1,851          |1,586   |252       |43,878.45  |
|1,852          |1,500   |260       |418.95     |
|1,853          |1,656   |258       |389.655    |
|1,854          |1,572   |254       |461.79     |
|1,855          |1,562   |257       |2,366.847  |
|1,856          |1,662   |261       |37.0755    |
|1,857          |1,682   |250       |21,558.075 |
|1,858          |1,686   |253       |624.2985   |
|1,859          |1,684   |255       |20,980.575 |
|1,860          |1,534   |256       |360.045    |
|1,861          |1,614   |259       |260.4735   |
|1,862          |1,588   |260       |40,471.2   |
|1,863          |1,622   |258       |414.855    |
